n_raw_train,n_clean_train,n_raw_test,n_clean_test,n_columns_raw_train,n_columns_clean_train,overlap_ids_after_clean,salary_available_train_ratio,salary_available_test_ratio,salary_parse_issue_train_count,salary_parse_issue_test_count,salary_parse_issue_train_ratio,salary_parse_issue_test_ratio,n_unique_location_city_train,n_unique_primary_industry_train,top_location_city_train,top_primary_industry_train,unknown_location_city_count,unknown_location_city_ratio,location_city_known_count,location_city_known_ratio
546190,546190,60688,60688,14,31,0,0.9169702850656365,0.9160624835222779,7688,839,0.014075687947417564,0.013824808858423411,64,2783,TP Hồ Chí Minh,Bán hàng - Kinh doanh,13455,0.024634284772698144,532735,0.9753657152273019
