n_train_rows,n_test_rows,n_clean_input_columns,n_eda_columns_after_display,top_primary_industry,top_primary_industry_count,top_primary_industry_ratio_percent,top_location_city,top_location_city_count,top_location_city_ratio_percent,location_city_unknown_ratio_percent,top_job_type,top_job_type_count,top_job_type_ratio_percent,salary_valid_rows,salary_valid_ratio_percent,salary_avg_median_million_vnd,salary_avg_mean_million_vnd,job_description_word_count_median,requirements_word_count_median
546190,60688,31,33,Bán hàng - Kinh doanh,52977,9.69937201340193,TP Hồ Chí Minh,285382,52.2495834782768,2.4634284772698143,Toàn thời gian,503335,92.15382925355645,492340,90.14079349676852,12.0,13.52725973916907,104.0,61.0
