column,count,mean,std,min,25%,50%,75%,max
salary_min_million_vnd,500669.0,10.5170911131546,26.295795040733694,0.0,7.0,9.0,11.0,1500.0
salary_max_million_vnd,500669.0,19.330523849105898,88.87703084824165,0.0,10.0,15.0,20.0,5000.0
salary_avg_million_vnd,500669.0,14.923807481130247,56.67744484000771,0.0,9.0,12.0,15.0,3000.0
